feasible_reaction_smarts,not_trained_on_but_known,known_from_valid_set,known_from_test_set,num_products_works_with,example_works_with_reaction_id
[#7;a:6]:[c:5]:[c:4]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[NH;D2;+0:8]-[C:7]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]:[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8],True,True,False,2,US08685986B2
[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C;D1;H2:4]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C;D1;H2:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,2,US04663409
[NH2;D1;+0:3]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[NH3;D0;+0:3],True,False,True,1,US20140179715A1
[#7:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Br-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6],False,False,False,1,US06593322B1
[#8;a:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[c:7])-[C:5]=[O;D1;H0:4]>>Cl-[CH2;D2;+0:1]-[c:2]:[#8;a:3].[O;D1;H0:4]=[C:5]-[NH;D2;+0:6]-[c:7],True,True,False,1,US07935721B2
[C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,25,US20040110754A1
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C;D1;H3:4])-[c:6]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C;D1;H3:4]-[NH;D2;+0:5]-[c:6],True,False,True,1,US20040072818A1
[#7;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,False,True,2,US20050043315A1
[C:2]-[C@@H;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[C@@H;D3;+0:1](-[C:2])-[C;D1;H3:3].[OH;D1;+0:4]-[c:5],False,False,False,5,US20090258917A1
[#8:4]-[C:3](=[O;D1;H0:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[c:7]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[#8:4])=[O;D1;H0:5].[NH2;D1;+0:6]-[c:7],True,False,True,1,US20090281074A1
[c:3]:[c;H0;D3;+0:4](:[c:5])-[CH;D2;+0:1]=[O;D1;H0:2]>>C-N(-C)-[CH;D2;+0:1]=[O;D1;H0:2].[c:3]:[cH;D2;+0:4]:[c:5],False,False,False,7,US05571923
[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[c:4]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[c:4],True,True,True,19,US20120263706A1
[c:4]:[n;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]:[nH;D2;+0:5]:[c:6],True,True,True,7,US09056883B2
[OH;D1;+0:1]-[C:2]=[O;D1;H0:3]>>C-C(-C)(-C)-[O;H0;D2;+0:1]-[C:2]=[O;D1;H0:3],False,False,False,61,US20140309193A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[c:4]:[#7;a:5])-[NH;D2;+0:9]-[c:8]:[#7;a:7]:[#7;a:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[#7;a:6]:[#7;a:7]:[c:8]-[NH2;D1;+0:9],False,False,False,1,US08486939B2
[#16:1]-[NH;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[NH;D2;+0:4]-[C:3]>>[#16:1]-[NH2;D1;+0:2].[C:3]-[N;H0;D2;+0:4]=[C;H0;D2;+0:5]=[O;D1;H0:6],False,False,False,1,US05668176
[#7;a:3]:[#7;a:4]:[c:5]-[N;H0;D2;+0:6]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[#7;a:3]:[#7;a:4]:[c:5]-[NH2;D1;+0:6],True,True,False,1,US08916555B2
[C:2]-[CH;D3;+0:1](-[C:3])-[NH;D2;+0:5]-[C;D1;H3:4]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[C;D1;H3:4]-[NH2;D1;+0:5],True,True,True,2,US20110172230A1
[C:2]-[CH2;D2;+0:1]-[S;H0;D2;+0:4]-[C:3]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]-[SH;D1;+0:4],False,False,False,3,US20120322788A1
[#8:1]-[CH;D3;+0:2](-[CH2;D2;+0:3]-[C:4])-[O;H0;D2;+0:5]-[c:6]>>[#8:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[C:4].[OH;D1;+0:5]-[c:6],True,True,True,3,US20110224204A1
[C:2]-[CH;D3;+0:1](-[C:3])-[O;H0;D2;+0:5]-[C:4]>>O-[CH;D3;+0:1](-[C:2])-[C:3].[C:4]-[OH;D1;+0:5],False,False,False,1,US20120245136A1
[C:4]-[N;H0;D3;+0:5](-[C:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,106,US20060211698A1
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[c:7]:[c:6]:[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[#7;a:5]:[c:6]:[c:7]-[NH2;D1;+0:8],True,True,False,1,US04753951
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:7]-[C;D1;H3:6]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[OH;D1;+0:7],False,False,False,1,US04092150
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C;D1;H3:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[NH2;D1;+0:7],True,True,True,4,US07034045B1
[C:4]-[S;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[S-;H0;D1:5],False,False,False,3,US20140162985A1
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[N;H0;D3;+0:7](-[C:6])-[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[c:8],False,False,False,1,US20140323488A1
[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[c:5]>>O-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[OH;D1;+0:4]-[c:5],True,True,True,3,US20110118261A1
[#7;a:6]:[c:5]:[c:4]-[CH2;D2;+0:1]-[c:2]:[#7;a:3]>>O-[CH;D3;+0:1](-[c:2]:[#7;a:3])-[c:4]:[c:5]:[#7;a:6],False,False,False,1,US20130317065A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[O-;H0;D1:4]-[c:5],False,False,False,14,US20140378487A1
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],True,True,False,1,US20110294808A1
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:7]-[C:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],True,True,True,5,US04187305
[#7;a:4]:[c:3](-[CH2;D2;+0:1]-[OH;D1;+0:2]):[c:5]:[#7;a:6]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6],False,False,False,1,US08436035B2
[#16;a:3]:[c:2]-[CH2;D2;+0:1]-[NH;D2;+0:5]-[C:4]>>O=[CH;D2;+0:1]-[c:2]:[#16;a:3].[C:4]-[NH2;D1;+0:5],True,False,True,2,US20150191439A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[NH3+;D1:5],False,False,False,21,US20110039857A1
[c:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[OH;D1;+0:4]-[c:5],True,True,True,8,US05223539
[C:1]-[CH;D3;+0:2](-[C:3])-[OH;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4],True,True,True,10,US04925879
[#7;a:4]:[c:3]-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3]:[#7;a:4],True,True,True,3,US20080171743A1
[#7;a:5]:[c:4]:[c:3]-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3]:[c:4]:[#7;a:5],True,True,True,4,US07517884B2
[O;D1;H0:7]=[C:6](-[O;D1;H1:8])-[C:5]-[NH;D2;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH2;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8],True,True,False,1,US04694017
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],True,True,False,1,US08598355B2
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,False,True,1,US20130252936A1
[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:4](-[C:3])-[C:5]>>O=[CH;D2;+0:1]-[C:2].[C:3]-[NH;D2;+0:4]-[C:5],True,True,True,25,US20120101082A1
[c:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[NH2;D1;+0:4]-[c:5],False,False,False,5,US04504660
[#8;a:5]:[c:4]:[c:2](:[#8;a:3])-[CH2;D2;+0:1]-[n;H0;D3;+0:7](:[c:6]):[c:8]>>Cl-[CH2;D2;+0:1]-[c:2](:[#8;a:3]):[c:4]:[#8;a:5].[c:6]:[nH;D2;+0:7]:[c:8],True,True,False,1,US05952355
[#7;a:4]:[c:3]-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3]:[#7;a:4],True,True,True,2,US20060035870A1
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[C:6]-[NH;D2;+0:7]-[C:8],True,False,True,3,US20100215632A1
[#16:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#16:4]-[NH;D2;+0:5]-[C:6],True,False,True,1,US20130040930A1
[C:4]-[NH;D2;+0:5]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].[C:4]-[NH2;D1;+0:5],False,False,False,1,US04565817
[C:4]-[CH;D3;+0:3](-[#7:5]-[C:6]=[O;D1;H0:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[c:9]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C@@H;D3;+0:3](-[C:4])-[#7:5]-[C:6]=[O;D1;H0:7].[NH2;D1;+0:8]-[c:9],False,False,False,1,US04539150
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[NH;D2;+0:4]-[c:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH2;D1;+0:4]-[c:5],True,True,True,25,US20020160996A1
[C:4]-[NH;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH2;D1;+0:5],True,True,True,4,US08349836B2
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[c:6]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[c:6],False,False,False,11,US20070197512A1
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH2;D1;+0:5],True,True,False,3,US07008636B2
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[O-;H0;D1:4]-[c:5],False,False,False,1,US20060178400A1
[#7;a:5]:[#7;a:4]:[c:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:6])=[O;D1;H0:2]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4]:[#7;a:5].[NH3;D0;+0:6],True,False,True,1,US20110301122A1
[C:2]-[S;H0;D3;+0:3](-[C:4])=[O;H0;D1;+0:1]>>O-[OH;D1;+0:1].[C:2]-[S;H0;D2;+0:3]-[C:4],True,False,True,1,US04626276
[#7;a:4]:[c:3]:[cH;D2;+0:1]:[#7;a:2]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4],True,True,False,2,US20090227799A1
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:9]-[c:8]:[c:7]:[#7;a:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[#7;a:6]:[c:7]:[c:8]-[NH2;D1;+0:9],False,False,False,1,US20080045537A1
[#8:5]-[C:6](=[O;D1;H0:7])-[C:8]-[N;H0;D3;+0:9](-[C:10])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#8:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH;D2;+0:9]-[C:10],True,True,True,4,US20050113346A1
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[N;H0;D3;+0:5](-[C;D1;H3:4])-[C;D1;H3:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C;D1;H3:4]-[NH;D2;+0:5]-[C;D1;H3:6],True,True,False,1,US20130072506A1
[#7;a:5]:[#8;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#8;a:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],True,False,True,1,US20130143892A1
[C:5]=[C:4]\[C:2](=[O;D1;H0:3])-[OH;D1;+0:1]>>C-C(-C)(-C)-[O;H0;D2;+0:1]-[C:2](=[O;D1;H0:3])/[C:4]=[C:5],True,True,False,3,US20030092712A1
[C:2]-[CH2;D2;+0:1]-[NH;D2;+0:4]-[C:3]>>Br-[CH2;D2;+0:1]-[C:2].[C:3]-[NH2;D1;+0:4],True,False,True,7,US04024273
[#7;a:1]:[c:2]-[N;H0;D3;+0:3](-[C:4])-[C;H0;D3;+0:6](=[O;D1;H0:5])-[NH;D2;+0:7]-[c:8]>>[#7;a:1]:[c:2]-[NH;D2;+0:3]-[C:4].[O;D1;H0:5]=[C;H0;D2;+0:6]=[N;H0;D2;+0:7]-[c:8],False,False,False,1,US20090137804A1
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:5]-[O;D1;H1:6]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[NH2;D1;+0:5]-[O;D1;H1:6],True,False,True,1,US07368571B2
[#7;a:5]:[c:4]:[c:3](:[c:6]:[#7;a:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:9](-[C:8])-[C:10]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7].[C:8]-[NH;D2;+0:9]-[C:10],True,True,False,1,US20080221097A1
[#7:4]-[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]=[O;D1;H0:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#7:4].[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],True,True,False,1,US05686424
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[CH2;D2;+0:1]-[C:2]=[C:3]>>Br-[CH2;D2;+0:1]-[C:2]=[C:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],False,False,False,1,US20070225349A1
[#7;a:1]:[c:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[C;H0;D2;+0:6]#[C;D1;H1:5]>>[#7;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[C;D1;H1:5]#[C;H0;D2;+0:6]-[Mg+],True,False,True,1,US20150258074A1
[#7:4]-[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#7:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,True,5,US20150238558A1
[#7;a:3]:[c:4]:[n;H0;D3;+0:5](:[c:6])-[CH2;D2;+0:1]-[#8:2]>>Cl-[CH2;D2;+0:1]-[#8:2].[#7;a:3]:[c:4]:[nH;D2;+0:5]:[c:6],True,False,True,4,US09073922B2
[#7:3]-[C:4](=[O;D1;H0:5])-[N;H0;D3;+0:6](-[C:7])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[#7:3]-[C:4](=[O;D1;H0:5])-[NH;D2;+0:6]-[C:7],True,True,False,1,US08318949B2
[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D3;+0:1](-[c:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[c:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],False,False,False,5,US20130253002A1
[#8:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[S;H0;D2;+0:6]-[C:5]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[C:5]-[SH;D1;+0:6],True,False,True,1,US04886835
[C:2]-[C@@H;D3;+0:1](-[C:3])-[N;H0;D2;+0:4]=[#7;+:5]=[N;-;D1;H0:6]>>C-S(=O)(=O)-O-[C@@H;D3;+0:1](-[C:2])-[C:3].[N-;H0;D1:4]=[#7;+:5]=[N;-;D1;H0:6],False,False,False,3,US08889702B2
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].C-C1(-C)-O-B(-[c;H0;D3;+0:6](:[c:7]):[c:8])-O-C-1(-C)-C,True,False,True,1,US20130178459A1
[#16;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[NH;D2;+0:5]-[c:6]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#16;a:4].[NH2;D1;+0:5]-[c:6],True,True,False,1,US20150031686A1
[#7;a:2]:[c;H0;D3;+0:1](-[NH;D2;+0:7]-[C;D1;H3:6]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[NH2;D1;+0:7],True,True,False,1,US05998665
[C:2]-[NH;D2;+0:1]-[C:3]=[O;D1;H0:4]>>C-C(-C)(-C)-O-C(=O)-[N;H0;D3;+0:1](-[C:2])-[C:3]=[O;D1;H0:4],False,False,False,1,US20050245592A1
[C:4]-[N;H0;D3;+0:5](-[C:6])-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3]>>Br-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[C:4]-[NH;D2;+0:5]-[C:6],True,False,True,2,US08188301B2
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[c:5]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[NH2;D1;+0:4]-[c:5],True,True,True,62,US20100087427A1
[#7;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH;D2;+0:1]=[N;H0;D2;+0:6]-[O;D1;H1:7]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5].[NH2;D1;+0:6]-[O;D1;H1:7],False,False,False,1,US20130109046A1
[#7;a:6]:[c:5]:[c:3](:[#7;a:4])-[CH2;D2;+0:1]-[OH;D1;+0:2]>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6],True,True,False,1,US08436035B2
[NH2;D1;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH4+;D0:4],False,False,False,3,US20130225810A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]:[#7;a:4])-[NH;D2;+0:5]-[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],False,False,False,2,US20150218170A1
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>Br-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],False,False,False,1,US07820699B2
[C:2]-[C@H;D3;+0:1](-[C:3])-[O;H0;D2;+0:5]-[C:4]>>O-[C@@H;D3;+0:1](-[C:2])-[C:3].[C:4]-[OH;D1;+0:5],False,False,False,1,US20120245136A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C;D1;H3:4]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[O-;H0;D1:5],True,True,False,1,US20150232445A1
[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[N;H0;D3;+0:8](-[C:7])-[C:9]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH;D2;+0:8]-[C:9],True,True,False,1,US20060111362A1
[#7;a:4]:[c:3](:[c:5]:[#7;a:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[c:8]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[NH2;D1;+0:7]-[c:8],True,False,True,1,US20140179690A1
[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[c:5]:[nH;D2;+0:6]:[c:7],False,False,False,1,US20130245000A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6],True,False,True,1,US20030105132A1
[C:4]-[NH;D2;+0:5]-[CH;D3;+0:1](-[C:2])-[C:3]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3].[C:4]-[NH2;D1;+0:5],True,True,False,21,US20090275574A1
[#7;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH2;D2;+0:5]-[CH2;D2;+0:6]-[C:7]>>[#7;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH;D2;+0:5]=[CH;D2;+0:6]-[C:7],True,True,False,2,US20070249612A1
[#8:4]-[C:3](=[O;D1;H0:5])-[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[c:7]>>I-[CH2;D2;+0:1]-[C:2]-[C:3](-[#8:4])=[O;D1;H0:5].[OH;D1;+0:6]-[c:7],True,True,False,1,US20100120793A1
[#8:1]-[C:2]-[C;H0;D3;+0:3](-[C:4])=[O;H0;D1;+0:5]>>[#8:1]-[C:2]-[C@@H;D3;+0:3](-[C:4])-[OH;D1;+0:5],False,False,False,1,US20090270431A1
[#7;a:8]:[c:9]:[c:10]-[NH;D2;+0:11]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[#7;a:8]:[c:9]:[c:10]-[NH2;D1;+0:11],True,True,True,3,US20140121206A1
[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](=[CH;D2;+0:1]-[c:2])-[C:7](-[#8:8])=[O;D1;H0:9]>>O=[CH;D2;+0:1]-[c:2].[#8:3]-[C:4](=[O;D1;H0:5])-[CH2;D2;+0:6]-[C:7](-[#8:8])=[O;D1;H0:9],True,True,False,1,US20070179173A1
